name,fdir,op_Mask_thick
mt-exit1390,/data/experiments/maskEfficiency20/data/1390,1.39E-07
mt-exit1395,/data/experiments/maskEfficiency20/data/1395,1.395E-07
mt-exit1400,/data/experiments/maskEfficiency20/data/1400,1.4E-07
mt-exit1405,/data/experiments/maskEfficiency20/data/1405,1.405E-07
mt-exit1410,/data/experiments/maskEfficiency20/data/1410,1.41E-07
mt-exit1415,/data/experiments/maskEfficiency20/data/1415,1.415E-07
mt-exit1420,/data/experiments/maskEfficiency20/data/1420,1.42E-07
mt-exit1425,/data/experiments/maskEfficiency20/data/1425,1.425E-07
mt-exit1430,/data/experiments/maskEfficiency20/data/1430,1.43E-07
mt-exit1435,/data/experiments/maskEfficiency20/data/1435,1.435E-07
mt-exit1440,/data/experiments/maskEfficiency20/data/1440,1.44E-07
mt-exit1445,/data/experiments/maskEfficiency20/data/1445,1.445E-07
mt-exit1450,/data/experiments/maskEfficiency20/data/1450,1.45E-07
mt-exit1455,/data/experiments/maskEfficiency20/data/1455,1.455E-07
mt-exit1460,/data/experiments/maskEfficiency20/data/1460,1.46E-07
mt-exit1465,/data/experiments/maskEfficiency20/data/1465,1.465E-07
mt-exit1470,/data/experiments/maskEfficiency20/data/1470,1.47E-07
mt-exit1475,/data/experiments/maskEfficiency20/data/1475,1.475E-07
mt-exit1480,/data/experiments/maskEfficiency20/data/1480,1.48E-07
mt-exit1485,/data/experiments/maskEfficiency20/data/1485,1.485E-07
mt-exit1490,/data/experiments/maskEfficiency20/data/1490,1.49E-07
mt-exit1495,/data/experiments/maskEfficiency20/data/1495,1.495E-07
mt-exit1500,/data/experiments/maskEfficiency20/data/1500,1.5E-07
