"Photon energy (eV)"    "Reflectivity"
           6.688156  6.086455e-08
           6.689154  6.073436e-08
           6.690151  6.060448e-08
           6.691148  6.047490e-08
           6.692146  6.034562e-08
           6.693143  6.021664e-08
           6.694140  6.008797e-08
           6.695137  5.995959e-08
           6.696135  5.983152e-08
           6.697132  5.970374e-08
           6.698129  5.957626e-08
           6.699127  5.944907e-08
           6.700124  5.932218e-08
           6.701121  5.919559e-08
           6.702119  5.906929e-08
           6.703116  5.894328e-08
           6.704113  5.881757e-08
           6.705110  5.869214e-08
           6.706108  5.856701e-08
           6.707105  5.844217e-08
           6.708102  5.831761e-08
           6.709100  5.819335e-08
           6.710097  5.806937e-08
           6.711094  5.794568e-08
           6.712092  5.782227e-08
           6.713089  5.769915e-08
           6.714086  5.757631e-08
           6.715083  5.745376e-08
           6.716081  5.733149e-08
           6.717078  5.720950e-08
           6.718075  5.708779e-08
           6.719073  5.696636e-08
           6.720070  5.684521e-08
           6.721067  5.672434e-08
           6.722065  5.660374e-08
           6.723062  5.648343e-08
           6.724059  5.636339e-08
           6.725057  5.624362e-08
           6.726054  5.612413e-08
           6.727051  5.600491e-08
           6.728048  5.588597e-08
           6.729046  5.576730e-08
           6.730043  5.564890e-08
           6.731040  5.553077e-08
           6.732038  5.541291e-08
           6.733035  5.529532e-08
           6.734032  5.517800e-08
           6.735030  5.506095e-08
           6.736027  5.494416e-08
           6.737024  5.482764e-08
           6.738021  5.471138e-08
           6.739019  5.459539e-08
           6.740016  5.447967e-08
           6.741013  5.436421e-08
           6.742011  5.424894e-08
           6.743008  5.413392e-08
           6.744005  5.401915e-08
           6.745003  5.390465e-08
           6.746000  5.379040e-08
           6.746997  5.367641e-08
           6.747994  5.356268e-08
           6.748992  5.344921e-08
           6.749989  5.333600e-08
           6.750986  5.322305e-08
           6.751984  5.311035e-08
           6.752981  5.299791e-08
           6.753978  5.288573e-08
           6.754976  5.277381e-08
           6.755973  5.266215e-08
           6.756970  5.255075e-08
           6.757968  5.243961e-08
           6.758965  5.232872e-08
           6.759962  5.221809e-08
           6.760959  5.210772e-08
           6.761957  5.199761e-08
           6.762954  5.188775e-08
           6.763951  5.177816e-08
           6.764949  5.166882e-08
           6.765946  5.155974e-08
           6.766943  5.145092e-08
           6.767941  5.134235e-08
           6.768938  5.123404e-08
           6.769935  5.112599e-08
           6.770932  5.101820e-08
           6.771930  5.091067e-08
           6.772927  5.080339e-08
           6.773924  5.069637e-08
           6.774922  5.058960e-08
           6.775919  5.048310e-08
           6.776916  5.037685e-08
           6.777914  5.027085e-08
           6.778911  5.016512e-08
           6.779908  5.005964e-08
           6.780905  4.995441e-08
           6.781903  4.984945e-08
           6.782900  4.974474e-08
           6.783897  4.964028e-08
           6.784895  4.953608e-08
           6.785892  4.943214e-08
           6.786889  4.932845e-08
           6.787887  4.922502e-08
           6.788884  4.912184e-08
           6.789881  4.901892e-08
           6.790879  4.891625e-08
           6.791876  4.881384e-08
           6.792873  4.871168e-08
           6.793870  4.860977e-08
           6.794868  4.850813e-08
           6.795865  4.840673e-08
           6.796862  4.830559e-08
           6.797860  4.820470e-08
           6.798857  4.810407e-08
           6.799854  4.800369e-08
           6.800852  4.790357e-08
           6.801849  4.780369e-08
           6.802846  4.770407e-08
           6.803843  4.760471e-08
           6.804841  4.750559e-08
           6.805838  4.740673e-08
           6.806835  4.730812e-08
           6.807833  4.720977e-08
           6.808830  4.711168e-08
           6.809827  4.701392e-08
           6.810825  4.691641e-08
           6.811822  4.681915e-08
           6.812819  4.672214e-08
           6.813816  4.662538e-08
           6.814814  4.652886e-08
           6.815811  4.643259e-08
           6.816808  4.633657e-08
           6.817806  4.624079e-08
           6.818803  4.614524e-08
           6.819800  4.604994e-08
           6.820798  4.595487e-08
           6.821795  4.586004e-08
           6.822792  4.576544e-08
           6.823790  4.567108e-08
           6.824787  4.557695e-08
           6.825784  4.548304e-08
           6.826781  4.538936e-08
           6.827779  4.529591e-08
           6.828776  4.520269e-08
           6.829773  4.510969e-08
           6.830771  4.501691e-08
           6.831768  4.492435e-08
           6.832765  4.483201e-08
           6.833763  4.473988e-08
           6.834760  4.464797e-08
           6.835757  4.455628e-08
           6.836754  4.446480e-08
           6.837752  4.437353e-08
           6.838749  4.428247e-08
           6.839746  4.419163e-08
           6.840744  4.410098e-08
           6.841741  4.401055e-08
           6.842738  4.392032e-08
           6.843736  4.383029e-08
           6.844733  4.374046e-08
           6.845730  4.365084e-08
           6.846727  4.356141e-08
           6.847725  4.347218e-08
           6.848722  4.338315e-08
           6.849719  4.329431e-08
           6.850717  4.320567e-08
           6.851714  4.311722e-08
           6.852711  4.302896e-08
           6.853709  4.294089e-08
           6.854706  4.285301e-08
           6.855703  4.276532e-08
           6.856701  4.267781e-08
           6.857698  4.259049e-08
           6.858695  4.250335e-08
           6.859692  4.241640e-08
           6.860690  4.232962e-08
           6.861687  4.224303e-08
           6.862684  4.215661e-08
           6.863682  4.207037e-08
           6.864679  4.198431e-08
           6.865676  4.189842e-08
           6.866674  4.181271e-08
           6.867671  4.172717e-08
           6.868668  4.164180e-08
           6.869665  4.155660e-08
           6.870663  4.147158e-08
           6.871660  4.138671e-08
           6.872657  4.130202e-08
           6.873655  4.121749e-08
           6.874652  4.113313e-08
           6.875649  4.104893e-08
           6.876647  4.096489e-08
           6.877644  4.088097e-08
           6.878641  4.079721e-08
           6.879638  4.071360e-08
           6.880636  4.063016e-08
           6.881633  4.054687e-08
           6.882630  4.046375e-08
           6.883628  4.038079e-08
           6.884625  4.029799e-08
           6.885622  4.021535e-08
           6.886620  4.013288e-08
           6.887617  4.005057e-08
           6.888614  3.996842e-08
           6.889612  3.988643e-08
           6.890609  3.980460e-08
           6.891606  3.972294e-08
           6.892603  3.964144e-08
           6.893601  3.956011e-08
           6.894598  3.947893e-08
           6.895595  3.939792e-08
           6.896593  3.931708e-08
           6.897590  3.923640e-08
           6.898587  3.915588e-08
           6.899585  3.907553e-08
           6.900582  3.899534e-08
           6.901579  3.891532e-08
           6.902576  3.883546e-08
           6.903574  3.875576e-08
           6.904571  3.867623e-08
           6.905568  3.859687e-08
           6.906566  3.851767e-08
           6.907563  3.843863e-08
           6.908560  3.835976e-08
           6.909558  3.828106e-08
           6.910555  3.820252e-08
           6.911552  3.812415e-08
           6.912549  3.804594e-08
           6.913547  3.796790e-08
           6.914544  3.789003e-08
           6.915541  3.781232e-08
           6.916539  3.773478e-08
           6.917536  3.765740e-08
           6.918533  3.758019e-08
           6.919531  3.750315e-08
           6.920528  3.742627e-08
           6.921525  3.734956e-08
           6.922523  3.727302e-08
           6.923520  3.719664e-08
           6.924517  3.712043e-08
           6.925514  3.704439e-08
           6.926512  3.696852e-08
           6.927509  3.689281e-08
           6.928506  3.681727e-08
           6.929504  3.674189e-08
           6.930501  3.666669e-08
           6.931498  3.659165e-08
           6.932496  3.651677e-08
           6.933493  3.644207e-08
           6.934490  3.636753e-08
           6.935487  3.629316e-08
           6.936485  3.621896e-08
           6.937482  3.614492e-08
           6.938479  3.607106e-08
           6.939477  3.599736e-08
           6.940474  3.592383e-08
           6.941471  3.585046e-08
           6.942469  3.577726e-08
           6.943466  3.570423e-08
           6.944463  3.563137e-08
           6.945460  3.555868e-08
           6.946458  3.548618e-08
           6.947455  3.541385e-08
           6.948452  3.534168e-08
           6.949450  3.526968e-08
           6.950447  3.519784e-08
           6.951444  3.512617e-08
           6.952442  3.505466e-08
           6.953439  3.498332e-08
           6.954436  3.491214e-08
           6.955433  3.484112e-08
           6.956431  3.477026e-08
           6.957428  3.469957e-08
           6.958425  3.462903e-08
           6.959423  3.455866e-08
           6.960420  3.448845e-08
           6.961417  3.441839e-08
           6.962415  3.434850e-08
           6.963412  3.427876e-08
           6.964409  3.420919e-08
           6.965407  3.413977e-08
           6.966404  3.407050e-08
           6.967401  3.400140e-08
           6.968398  3.393244e-08
           6.969396  3.386365e-08
           6.970393  3.379501e-08
           6.971390  3.372652e-08
           6.972388  3.365819e-08
           6.973385  3.359002e-08
           6.974382  3.352199e-08
           6.975380  3.345412e-08
           6.976377  3.338640e-08
           6.977374  3.331884e-08
           6.978371  3.325142e-08
           6.979369  3.318415e-08
           6.980366  3.311704e-08
           6.981363  3.305008e-08
           6.982361  3.298326e-08
           6.983358  3.291659e-08
           6.984355  3.285008e-08
           6.985353  3.278371e-08
           6.986350  3.271749e-08
           6.987347  3.265141e-08
           6.988344  3.258549e-08
           6.989342  3.251970e-08
           6.990339  3.245407e-08
           6.991336  3.238858e-08
           6.992334  3.232323e-08
           6.993331  3.225803e-08
           6.994328  3.219298e-08
           6.995326  3.212807e-08
           6.996323  3.206330e-08
           6.997320  3.199867e-08
           6.998318  3.193419e-08
           6.999315  3.186985e-08
           7.000312  3.180565e-08
           7.001309  3.174159e-08
           7.002307  3.167767e-08
           7.003304  3.161389e-08
           7.004301  3.155025e-08
           7.005299  3.148675e-08
           7.006296  3.142339e-08
           7.007293  3.136017e-08
           7.008291  3.129709e-08
           7.009288  3.123414e-08
           7.010285  3.117133e-08
           7.011282  3.110866e-08
           7.012280  3.104613e-08
           7.013277  3.098373e-08
           7.014274  3.092147e-08
           7.015272  3.085934e-08
           7.016269  3.079733e-08
           7.017266  3.073546e-08
           7.018264  3.067373e-08
           7.019261  3.061213e-08
           7.020258  3.055066e-08
           7.021255  3.048933e-08
           7.022253  3.042813e-08
           7.023250  3.036706e-08
           7.024247  3.030613e-08
           7.025245  3.024533e-08
           7.026242  3.018467e-08
           7.027239  3.012413e-08
           7.028237  3.006373e-08
           7.029234  3.000346e-08
           7.030231  2.994332e-08
           7.031229  2.988331e-08
           7.032226  2.982343e-08
           7.033223  2.976368e-08
           7.034220  2.970407e-08
           7.035218  2.964458e-08
           7.036215  2.958522e-08
           7.037212  2.952599e-08
           7.038210  2.946689e-08
           7.039207  2.940792e-08
           7.040204  2.934907e-08
           7.041202  2.929036e-08
           7.042199  2.923177e-08
           7.043196  2.917331e-08
           7.044193  2.911498e-08
           7.045191  2.905677e-08
           7.046188  2.899869e-08
           7.047185  2.894074e-08
           7.048183  2.888291e-08
           7.049180  2.882521e-08
           7.050177  2.876763e-08
           7.051175  2.871018e-08
           7.052172  2.865285e-08
           7.053169  2.859565e-08
           7.054166  2.853858e-08
           7.055164  2.848162e-08
           7.056161  2.842479e-08
           7.057158  2.836809e-08
           7.058156  2.831150e-08
           7.059153  2.825504e-08
           7.060150  2.819871e-08
           7.061148  2.814249e-08
           7.062145  2.808640e-08
           7.063142  2.803043e-08
           7.064140  2.797458e-08
           7.065137  2.791885e-08
           7.066134  2.786324e-08
           7.067131  2.780775e-08
           7.068129  2.775239e-08
           7.069126  2.769714e-08
           7.070123  2.764202e-08
           7.071121  2.758701e-08
           7.072118  2.753212e-08
           7.073115  2.747735e-08
           7.074113  2.742270e-08
           7.075110  2.736817e-08
           7.076107  2.731376e-08
           7.077104  2.725946e-08
           7.078102  2.720529e-08
           7.079099  2.715123e-08
           7.080096  2.709729e-08
           7.081094  2.704346e-08
           7.082091  2.698975e-08
           7.083088  2.693616e-08
           7.084086  2.688268e-08
           7.085083  2.682932e-08
           7.086080  2.677608e-08
           7.087077  2.672296e-08
           7.088075  2.666995e-08
           7.089072  2.661705e-08
           7.090069  2.656427e-08
           7.091067  2.651160e-08
           7.092064  2.645905e-08
           7.093061  2.640661e-08
           7.094059  2.635429e-08
           7.095056  2.630207e-08
           7.096053  2.624997e-08
           7.097051  2.619798e-08
           7.098048  2.614611e-08
           7.099045  2.609434e-08
           7.100042  2.604269e-08
           7.101040  2.599115e-08
           7.102037  2.593972e-08
           7.103034  2.588840e-08
           7.104032  2.583720e-08
           7.105029  2.578610e-08
           7.106026  2.573511e-08
           7.107024  2.568423e-08
           7.108021  2.563347e-08
           7.109018  2.558281e-08
           7.110015  2.553226e-08
           7.111013  2.548182e-08
           7.112010  2.543149e-08
           7.113007  2.538126e-08
           7.114005  2.533115e-08
           7.115002  2.528114e-08
           7.115999  2.523124e-08
           7.116997  2.518145e-08
           7.117994  2.513176e-08
           7.118991  2.508219e-08
           7.119988  2.503271e-08
           7.120986  2.498335e-08
           7.121983  2.493409e-08
           7.122980  2.488494e-08
           7.123978  2.483589e-08
           7.124975  2.478695e-08
           7.125972  2.473811e-08
           7.126970  2.468938e-08
           7.127967  2.464075e-08
           7.128964  2.459223e-08
           7.129962  2.454381e-08
           7.130959  2.449549e-08
           7.131956  2.444728e-08
           7.132953  2.439917e-08
           7.133951  2.435117e-08
           7.134948  2.430326e-08
           7.135945  2.425546e-08
           7.136943  2.420777e-08
           7.137940  2.416017e-08
           7.138937  2.411268e-08
           7.139935  2.406529e-08
           7.140932  2.401800e-08
           7.141929  2.397081e-08
           7.142926  2.392373e-08
           7.143924  2.387674e-08
           7.144921  2.382985e-08
           7.145918  2.378307e-08
           7.146916  2.373638e-08
           7.147913  2.368980e-08
           7.148910  2.364331e-08
           7.149908  2.359693e-08
           7.150905  2.355064e-08
           7.151902  2.350445e-08
           7.152899  2.345836e-08
           7.153897  2.341237e-08
           7.154894  2.336648e-08
           7.155891  2.332068e-08
           7.156889  2.327499e-08
           7.157886  2.322939e-08
           7.158883  2.318389e-08
           7.159881  2.313849e-08
           7.160878  2.309318e-08
           7.161875  2.304797e-08
           7.162873  2.300286e-08
           7.163870  2.295784e-08
           7.164867  2.291292e-08
           7.165864  2.286809e-08
           7.166862  2.282336e-08
           7.167859  2.277873e-08
           7.168856  2.273419e-08
           7.169854  2.268974e-08
           7.170851  2.264539e-08
           7.171848  2.260114e-08
           7.172846  2.255698e-08
           7.173843  2.251291e-08
           7.174840  2.246894e-08
           7.175837  2.242506e-08
           7.176835  2.238127e-08
           7.177832  2.233758e-08
           7.178829  2.229398e-08
           7.179827  2.225047e-08
           7.180824  2.220706e-08
           7.181821  2.216373e-08
           7.182819  2.212050e-08
           7.183816  2.207737e-08
           7.184813  2.203432e-08
           7.185810  2.199136e-08
           7.186808  2.194850e-08
           7.187805  2.190573e-08
           7.188802  2.186304e-08
           7.189800  2.182045e-08
           7.190797  2.177795e-08
           7.191794  2.173554e-08
           7.192792  2.169322e-08
           7.193789  2.165099e-08
           7.194786  2.160885e-08
           7.195784  2.156680e-08
           7.196781  2.152483e-08
           7.197778  2.148296e-08
           7.198775  2.144117e-08
           7.199773  2.139948e-08
           7.200770  2.135787e-08
           7.201767  2.131635e-08
           7.202765  2.127492e-08
           7.203762  2.123357e-08
           7.204759  2.119232e-08
           7.205757  2.115115e-08
           7.206754  2.111006e-08
           7.207751  2.106907e-08
           7.208748  2.102816e-08
           7.209746  2.098734e-08
           7.210743  2.094660e-08
           7.211740  2.090595e-08
           7.212738  2.086539e-08
           7.213735  2.082491e-08
           7.214732  2.078452e-08
           7.215730  2.074421e-08
           7.216727  2.070399e-08
           7.217724  2.066385e-08
           7.218721  2.062380e-08
           7.219719  2.058383e-08
           7.220716  2.054395e-08
           7.221713  2.050415e-08
           7.222711  2.046444e-08
           7.223708  2.042481e-08
           7.224705  2.038526e-08
           7.225703  2.034579e-08
           7.226700  2.030641e-08
           7.227697  2.026712e-08
           7.228695  2.022790e-08
           7.229692  2.018877e-08
           7.230689  2.014972e-08
           7.231686  2.011076e-08
           7.232684  2.007187e-08
           7.233681  2.003307e-08
           7.234678  1.999435e-08
           7.235676  1.995571e-08
           7.236673  1.991715e-08
           7.237670  1.987867e-08
           7.238668  1.984028e-08
           7.239665  1.980196e-08
           7.240662  1.976373e-08
           7.241659  1.972557e-08
           7.242657  1.968750e-08
           7.243654  1.964950e-08
           7.244651  1.961159e-08
           7.245649  1.957376e-08
           7.246646  1.953600e-08
           7.247643  1.949833e-08
           7.248641  1.946073e-08
           7.249638  1.942321e-08
           7.250635  1.938577e-08
           7.251632  1.934841e-08
           7.252630  1.931113e-08
           7.253627  1.927393e-08
           7.254624  1.923681e-08
           7.255622  1.919976e-08
           7.256619  1.916279e-08
           7.257616  1.912590e-08
           7.258614  1.908908e-08
           7.259611  1.905235e-08
           7.260608  1.901569e-08
           7.261606  1.897910e-08
           7.262603  1.894260e-08
           7.263600  1.890617e-08
           7.264597  1.886981e-08
           7.265595  1.883353e-08
           7.266592  1.879733e-08
           7.267589  1.876121e-08
           7.268587  1.872516e-08
           7.269584  1.868918e-08
           7.270581  1.865328e-08
           7.271579  1.861746e-08
           7.272576  1.858171e-08
           7.273573  1.854603e-08
           7.274570  1.851043e-08
           7.275568  1.847491e-08
           7.276565  1.843946e-08
           7.277562  1.840408e-08
           7.278560  1.836878e-08
           7.279557  1.833355e-08
           7.280554  1.829839e-08
           7.281552  1.826331e-08
           7.282549  1.822830e-08
           7.283546  1.819336e-08
           7.284543  1.815850e-08
           7.285541  1.812371e-08
           7.286538  1.808899e-08
           7.287535  1.805435e-08
           7.288533  1.801977e-08
           7.289530  1.798527e-08
           7.290527  1.795084e-08
           7.291525  1.791649e-08
           7.292522  1.788220e-08
           7.293519  1.784799e-08
           7.294517  1.781384e-08
           7.295514  1.777977e-08
           7.296511  1.774577e-08
           7.297508  1.771184e-08
           7.298506  1.767798e-08
           7.299503  1.764419e-08
           7.300500  1.761048e-08
           7.301498  1.757683e-08
           7.302495  1.754325e-08
           7.303492  1.750975e-08
           7.304490  1.747631e-08
           7.305487  1.744294e-08
           7.306484  1.740964e-08
           7.307481  1.737641e-08
           7.308479  1.734325e-08
           7.309476  1.731016e-08
           7.310473  1.727714e-08
           7.311471  1.724418e-08
           7.312468  1.721130e-08
           7.313465  1.717848e-08
           7.314463  1.714573e-08
           7.315460  1.711305e-08
           7.316457  1.708044e-08
           7.317454  1.704789e-08
           7.318452  1.701541e-08
           7.319449  1.698300e-08
           7.320446  1.695066e-08
           7.321444  1.691838e-08
           7.322441  1.688618e-08
           7.323438  1.685403e-08
           7.324436  1.682196e-08
           7.325433  1.678995e-08
           7.326430  1.675800e-08
           7.327427  1.672613e-08
           7.328425  1.669432e-08
           7.329422  1.666257e-08
           7.330419  1.663089e-08
           7.331417  1.659928e-08
           7.332414  1.656773e-08
           7.333411  1.653625e-08
           7.334409  1.650483e-08
           7.335406  1.647348e-08
           7.336403  1.644219e-08
           7.337401  1.641097e-08
           7.338398  1.637981e-08
           7.339395  1.634871e-08
           7.340392  1.631768e-08
           7.341390  1.628672e-08
           7.342387  1.625582e-08
           7.343384  1.622498e-08
           7.344382  1.619421e-08
           7.345379  1.616350e-08
           7.346376  1.613285e-08
           7.347374  1.610226e-08
           7.348371  1.607174e-08
           7.349368  1.604129e-08
           7.350365  1.601089e-08
           7.351363  1.598056e-08
           7.352360  1.595029e-08
           7.353357  1.592008e-08
           7.354355  1.588994e-08
           7.355352  1.585986e-08
           7.356349  1.582983e-08
           7.357347  1.579988e-08
           7.358344  1.576998e-08
           7.359341  1.574014e-08
           7.360338  1.571037e-08
           7.361336  1.568066e-08
           7.362333  1.565101e-08
           7.363330  1.562142e-08
           7.364328  1.559189e-08
           7.365325  1.556242e-08
           7.366322  1.553301e-08
           7.367320  1.550366e-08
           7.368317  1.547438e-08
           7.369314  1.544515e-08
           7.370312  1.541598e-08
           7.371309  1.538688e-08
           7.372306  1.535783e-08
           7.373303  1.532884e-08
           7.374301  1.529991e-08
           7.375298  1.527105e-08
           7.376295  1.524224e-08
           7.377293  1.521349e-08
           7.378290  1.518480e-08
           7.379287  1.515617e-08
           7.380285  1.512760e-08
           7.381282  1.509908e-08
           7.382279  1.507063e-08
           7.383276  1.504223e-08
           7.384274  1.501389e-08
           7.385271  1.498561e-08
           7.386268  1.495739e-08
           7.387266  1.492922e-08
           7.388263  1.490112e-08
           7.389260  1.487307e-08
           7.390258  1.484507e-08
           7.391255  1.481714e-08
           7.392252  1.478926e-08
           7.393249  1.476144e-08
           7.394247  1.473368e-08
           7.395244  1.470597e-08
           7.396241  1.467832e-08
           7.397239  1.465073e-08
           7.398236  1.462319e-08
           7.399233  1.459571e-08
           7.400231  1.456829e-08
           7.401228  1.454092e-08
           7.402225  1.451361e-08
           7.403223  1.448635e-08
           7.404220  1.445915e-08
           7.405217  1.443201e-08
           7.406214  1.440492e-08
           7.407212  1.437789e-08
           7.408209  1.435091e-08
           7.409206  1.432398e-08
           7.410204  1.429712e-08
           7.411201  1.427030e-08
           7.412198  1.424354e-08
           7.413196  1.421684e-08
           7.414193  1.419019e-08
           7.415190  1.416359e-08
           7.416187  1.413705e-08
           7.417185  1.411057e-08
           7.418182  1.408413e-08
           7.419179  1.405776e-08
           7.420177  1.403143e-08
           7.421174  1.400516e-08
           7.422171  1.397894e-08
           7.423169  1.395278e-08
           7.424166  1.392666e-08
           7.425163  1.390061e-08
           7.426160  1.387460e-08
           7.427158  1.384865e-08
           7.428155  1.382275e-08
           7.429152  1.379690e-08
           7.430150  1.377111e-08
           7.431147  1.374537e-08
           7.432144  1.371968e-08
           7.433142  1.369404e-08
           7.434139  1.366846e-08
           7.435136  1.364293e-08
           7.436134  1.361745e-08
           7.437131  1.359202e-08
           7.438128  1.356664e-08
           7.439125  1.354132e-08
           7.440123  1.351604e-08
           7.441120  1.349082e-08
           7.442117  1.346565e-08
           7.443115  1.344053e-08
           7.444112  1.341546e-08
           7.445109  1.339044e-08
           7.446107  1.336547e-08
           7.447104  1.334056e-08
           7.448101  1.331569e-08
           7.449098  1.329088e-08
           7.450096  1.326611e-08
           7.451093  1.324140e-08
           7.452090  1.321673e-08
           7.453088  1.319212e-08
           7.454085  1.316755e-08
           7.455082  1.314304e-08
           7.456080  1.311857e-08
           7.457077  1.309416e-08
           7.458074  1.306979e-08
           7.459071  1.304547e-08
           7.460069  1.302121e-08
           7.461066  1.299699e-08
           7.462063  1.297282e-08
           7.463061  1.294870e-08
           7.464058  1.292463e-08
           7.465055  1.290061e-08
           7.466053  1.287663e-08
           7.467050  1.285271e-08
           7.468047  1.282883e-08
           7.469045  1.280500e-08
           7.470042  1.278122e-08
           7.471039  1.275749e-08
           7.472036  1.273380e-08
           7.473034  1.271016e-08
           7.474031  1.268657e-08
           7.475028  1.266303e-08
           7.476026  1.263954e-08
           7.477023  1.261609e-08
           7.478020  1.259269e-08
           7.479018  1.256934e-08
           7.480015  1.254604e-08
           7.481012  1.252278e-08
           7.482009  1.249957e-08
           7.483007  1.247640e-08
           7.484004  1.245329e-08
           7.485001  1.243021e-08
           7.485999  1.240719e-08
           7.486996  1.238421e-08
           7.487993  1.236128e-08
           7.488991  1.233840e-08
           7.489988  1.231556e-08
           7.490985  1.229276e-08
           7.491982  1.227002e-08
           7.492980  1.224732e-08
           7.493977  1.222466e-08
           7.494974  1.220205e-08
           7.495972  1.217948e-08
           7.496969  1.215697e-08
           7.497966  1.213449e-08
           7.498964  1.211206e-08
           7.499961  1.208968e-08
           7.500958  1.206734e-08
           7.501956  1.204505e-08
           7.502953  1.202280e-08
           7.503950  1.200060e-08
           7.504947  1.197844e-08
           7.505945  1.195632e-08
           7.506942  1.193425e-08
           7.507939  1.191222e-08
           7.508937  1.189024e-08
           7.509934  1.186830e-08
           7.510931  1.184641e-08
           7.511929  1.182456e-08
           7.512926  1.180276e-08
           7.513923  1.178099e-08
           7.514920  1.175928e-08
           7.515918  1.173760e-08
           7.516915  1.171597e-08
           7.517912  1.169438e-08
           7.518910  1.167284e-08
           7.519907  1.165134e-08
           7.520904  1.162988e-08
           7.521902  1.160846e-08
           7.522899  1.158709e-08
           7.523896  1.156576e-08
           7.524893  1.154447e-08
           7.525891  1.152323e-08
           7.526888  1.150203e-08
           7.527885  1.148087e-08
           7.528883  1.145975e-08
           7.529880  1.143868e-08
           7.530877  1.141765e-08
           7.531875  1.139666e-08
           7.532872  1.137571e-08
           7.533869  1.135480e-08
           7.534867  1.133394e-08
           7.535864  1.131311e-08
           7.536861  1.129233e-08
           7.537858  1.127159e-08
           7.538856  1.125090e-08
           7.539853  1.123024e-08
           7.540850  1.120962e-08
           7.541848  1.118905e-08
           7.542845  1.116852e-08
           7.543842  1.114802e-08
           7.544840  1.112757e-08
           7.545837  1.110716e-08
           7.546834  1.108679e-08
           7.547831  1.106646e-08
           7.548829  1.104618e-08
           7.549826  1.102593e-08
           7.550823  1.100572e-08
           7.551821  1.098555e-08
           7.552818  1.096543e-08
           7.553815  1.094534e-08
           7.554813  1.092529e-08
           7.555810  1.090528e-08
           7.556807  1.088532e-08
           7.557804  1.086539e-08
           7.558802  1.084550e-08
           7.559799  1.082565e-08
           7.560796  1.080585e-08
           7.561794  1.078608e-08
           7.562791  1.076635e-08
           7.563788  1.074666e-08
           7.564786  1.072701e-08
           7.565783  1.070739e-08
           7.566780  1.068782e-08
           7.567778  1.066829e-08
           7.568775  1.064879e-08
           7.569772  1.062933e-08
           7.570769  1.060992e-08
           7.571767  1.059054e-08
           7.572764  1.057120e-08
           7.573761  1.055189e-08
           7.574759  1.053263e-08
           7.575756  1.051340e-08
           7.576753  1.049422e-08
           7.577751  1.047507e-08
           7.578748  1.045595e-08
           7.579745  1.043688e-08
           7.580742  1.041785e-08
           7.581740  1.039885e-08
           7.582737  1.037989e-08
           7.583734  1.036096e-08
           7.584732  1.034208e-08
           7.585729  1.032323e-08
           7.586726  1.030442e-08
           7.587724  1.028565e-08
           7.588721  1.026691e-08
           7.589718  1.024821e-08
           7.590715  1.022955e-08
           7.591713  1.021093e-08
           7.592710  1.019234e-08
           7.593707  1.017379e-08
           7.594705  1.015527e-08
           7.595702  1.013680e-08
           7.596699  1.011836e-08
           7.597697  1.009995e-08
           7.598694  1.008158e-08
           7.599691  1.006325e-08
           7.600689  1.004496e-08
           7.601686  1.002670e-08
           7.602683  1.000848e-08
           7.603680  9.990289e-09
           7.604678  9.972138e-09
           7.605675  9.954023e-09
           7.606672  9.935944e-09
           7.607670  9.917901e-09
           7.608667  9.899893e-09
           7.609664  9.881921e-09
           7.610662  9.863984e-09
           7.611659  9.846082e-09
           7.612656  9.828216e-09
           7.613653  9.810386e-09
           7.614651  9.792590e-09
           7.615648  9.774830e-09
           7.616645  9.757104e-09
           7.617643  9.739414e-09
           7.618640  9.721758e-09
           7.619637  9.704137e-09
           7.620635  9.686551e-09
           7.621632  9.669000e-09
           7.622629  9.651483e-09
           7.623626  9.634001e-09
           7.624624  9.616553e-09
           7.625621  9.599140e-09
           7.626618  9.581761e-09
           7.627616  9.564416e-09
           7.628613  9.547105e-09
           7.629610  9.529828e-09
           7.630608  9.512586e-09
           7.631605  9.495377e-09
           7.632602  9.478202e-09
           7.633600  9.461061e-09
           7.634597  9.443954e-09
           7.635594  9.426880e-09
           7.636591  9.409840e-09
           7.637589  9.392833e-09
           7.638586  9.375860e-09
           7.639583  9.358920e-09
           7.640581  9.342014e-09
           7.641578  9.325141e-09
           7.642575  9.308300e-09
           7.643573  9.291493e-09
           7.644570  9.274719e-09
           7.645567  9.257978e-09
           7.646564  9.241270e-09
           7.647562  9.224594e-09
           7.648559  9.207952e-09
           7.649556  9.191341e-09
           7.650554  9.174764e-09
           7.651551  9.158219e-09
           7.652548  9.141706e-09
           7.653546  9.125226e-09
           7.654543  9.108778e-09
           7.655540  9.092363e-09
           7.656537  9.075979e-09
           7.657535  9.059628e-09
           7.658532  9.043309e-09
           7.659529  9.027022e-09
           7.660527  9.010766e-09
           7.661524  8.994543e-09
           7.662521  8.978351e-09
           7.663519  8.962191e-09
           7.664516  8.946062e-09
           7.665513  8.929965e-09
           7.666511  8.913900e-09
           7.667508  8.897866e-09
           7.668505  8.881863e-09
           7.669502  8.865892e-09
           7.670500  8.849952e-09
           7.671497  8.834043e-09
           7.672494  8.818165e-09
           7.673492  8.802319e-09
           7.674489  8.786503e-09
           7.675486  8.770719e-09
           7.676484  8.754965e-09
           7.677481  8.739242e-09
           7.678478  8.723550e-09
           7.679475  8.707888e-09
           7.680473  8.692257e-09
           7.681470  8.676657e-09
           7.682467  8.661086e-09
