name,fdir,op_Mask_thick
mt1130,/data/experiments/maskEfficiency17/data/1130,1.13E-07
mt1135,/data/experiments/maskEfficiency17/data/1135,1.135E-07
mt1140,/data/experiments/maskEfficiency17/data/1140,1.14E-07
mt1145,/data/experiments/maskEfficiency17/data/1145,1.145E-07
mt1150,/data/experiments/maskEfficiency17/data/1150,1.15E-07
mt1155,/data/experiments/maskEfficiency17/data/1155,1.155E-07
mt1160,/data/experiments/maskEfficiency17/data/1160,1.16E-07
mt1165,/data/experiments/maskEfficiency17/data/1165,1.165E-07
mt1170,/data/experiments/maskEfficiency17/data/1170,1.17E-07
mt1175,/data/experiments/maskEfficiency17/data/1175,1.175E-07
mt1180,/data/experiments/maskEfficiency17/data/1180,1.18E-07
mt1185,/data/experiments/maskEfficiency17/data/1185,1.185E-07
mt1190,/data/experiments/maskEfficiency17/data/1190,1.19E-07
mt1195,/data/experiments/maskEfficiency17/data/1195,1.195E-07
mt1200,/data/experiments/maskEfficiency17/data/1200,1.2E-07
mt1205,/data/experiments/maskEfficiency17/data/1205,1.205E-07
mt1210,/data/experiments/maskEfficiency17/data/1210,1.21E-07
mt1215,/data/experiments/maskEfficiency17/data/1215,1.215E-07
mt1220,/data/experiments/maskEfficiency17/data/1220,1.22E-07
mt1225,/data/experiments/maskEfficiency17/data/1225,1.225E-07
mt1230,/data/experiments/maskEfficiency17/data/1230,1.23E-07
mt1235,/data/experiments/maskEfficiency17/data/1235,1.235E-07
mt1240,/data/experiments/maskEfficiency17/data/1240,1.24E-07
mt1245,/data/experiments/maskEfficiency17/data/1245,1.245E-07
mt1250,/data/experiments/maskEfficiency17/data/1250,1.25E-07
mt1255,/data/experiments/maskEfficiency17/data/1255,1.255E-07
mt1260,/data/experiments/maskEfficiency17/data/1260,1.26E-07
mt1265,/data/experiments/maskEfficiency17/data/1265,1.265E-07
mt1270,/data/experiments/maskEfficiency17/data/1270,1.27E-07
mt1275,/data/experiments/maskEfficiency17/data/1275,1.275E-07
mt1280,/data/experiments/maskEfficiency17/data/1280,1.28E-07
mt1285,/data/experiments/maskEfficiency17/data/1285,1.285E-07
mt1290,/data/experiments/maskEfficiency17/data/1290,1.29E-07
mt1295,/data/experiments/maskEfficiency17/data/1295,1.295E-07
mt1300,/data/experiments/maskEfficiency17/data/1300,1.3E-07
mt1305,/data/experiments/maskEfficiency17/data/1305,1.305E-07
mt1310,/data/experiments/maskEfficiency17/data/1310,1.31E-07
mt1315,/data/experiments/maskEfficiency17/data/1315,1.315E-07
mt1320,/data/experiments/maskEfficiency17/data/1320,1.32E-07
mt1325,/data/experiments/maskEfficiency17/data/1325,1.325E-07
mt1330,/data/experiments/maskEfficiency17/data/1330,1.33E-07
mt1335,/data/experiments/maskEfficiency17/data/1335,1.335E-07
mt1340,/data/experiments/maskEfficiency17/data/1340,1.34E-07
mt1345,/data/experiments/maskEfficiency17/data/1345,1.345E-07
mt1350,/data/experiments/maskEfficiency17/data/1350,1.35E-07
mt1355,/data/experiments/maskEfficiency17/data/1355,1.355E-07
mt1360,/data/experiments/maskEfficiency17/data/1360,1.36E-07
mt1365,/data/experiments/maskEfficiency17/data/1365,1.365E-07
mt1370,/data/experiments/maskEfficiency17/data/1370,1.37E-07
mt1375,/data/experiments/maskEfficiency17/data/1375,1.375E-07
mt1380,/data/experiments/maskEfficiency17/data/1380,1.38E-07
mt1385,/data/experiments/maskEfficiency17/data/1385,1.385E-07
mt1390,/data/experiments/maskEfficiency17/data/1390,1.39E-07
mt1395,/data/experiments/maskEfficiency17/data/1395,1.395E-07
mt1400,/data/experiments/maskEfficiency17/data/1400,1.4E-07
mt1405,/data/experiments/maskEfficiency17/data/1405,1.405E-07
mt1410,/data/experiments/maskEfficiency17/data/1410,1.41E-07
mt1415,/data/experiments/maskEfficiency17/data/1415,1.415E-07
mt1420,/data/experiments/maskEfficiency17/data/1420,1.42E-07
mt1425,/data/experiments/maskEfficiency17/data/1425,1.425E-07
mt1430,/data/experiments/maskEfficiency17/data/1430,1.43E-07
mt1435,/data/experiments/maskEfficiency17/data/1435,1.435E-07
mt1440,/data/experiments/maskEfficiency17/data/1440,1.44E-07
mt1445,/data/experiments/maskEfficiency17/data/1445,1.445E-07
mt1450,/data/experiments/maskEfficiency17/data/1450,1.45E-07
mt1455,/data/experiments/maskEfficiency17/data/1455,1.455E-07
mt1460,/data/experiments/maskEfficiency17/data/1460,1.46E-07
mt1465,/data/experiments/maskEfficiency17/data/1465,1.465E-07
mt1470,/data/experiments/maskEfficiency17/data/1470,1.47E-07
mt1475,/data/experiments/maskEfficiency17/data/1475,1.475E-07
mt1480,/data/experiments/maskEfficiency17/data/1480,1.48E-07
mt1485,/data/experiments/maskEfficiency17/data/1485,1.485E-07
mt1490,/data/experiments/maskEfficiency17/data/1490,1.49E-07
mt1495,/data/experiments/maskEfficiency17/data/1495,1.495E-07
mt1500,/data/experiments/maskEfficiency17/data/1500,1.5E-07
