name,fdir,op_Mask_thick
mt16210,/data/experiments/maskEfficiency9/data/16210,1.621E-07
mt16211,/data/experiments/maskEfficiency9/data/16211,1.6211E-07
mt16212,/data/experiments/maskEfficiency9/data/16212,1.6212E-07
mt16213,/data/experiments/maskEfficiency9/data/16213,1.6213E-07
mt16214,/data/experiments/maskEfficiency9/data/16214,1.6214E-07
mt16215,/data/experiments/maskEfficiency9/data/16215,1.6215E-07
mt16216,/data/experiments/maskEfficiency9/data/16216,1.6216E-07
mt16217,/data/experiments/maskEfficiency9/data/16217,1.6217E-07
mt16218,/data/experiments/maskEfficiency9/data/16218,1.6218E-07
mt16219,/data/experiments/maskEfficiency9/data/16219,1.6219E-07
mt16220,/data/experiments/maskEfficiency9/data/16220,1.622E-07
mt16221,/data/experiments/maskEfficiency9/data/16221,1.6221E-07
mt16222,/data/experiments/maskEfficiency9/data/16222,1.6222E-07
mt16223,/data/experiments/maskEfficiency9/data/16223,1.6223E-07
mt16224,/data/experiments/maskEfficiency9/data/16224,1.6224E-07
mt16225,/data/experiments/maskEfficiency9/data/16225,1.6225E-07
mt16226,/data/experiments/maskEfficiency9/data/16226,1.6226E-07
mt16227,/data/experiments/maskEfficiency9/data/16227,1.6227E-07
mt16228,/data/experiments/maskEfficiency9/data/16228,1.6228E-07
mt16229,/data/experiments/maskEfficiency9/data/16229,1.6229E-07
mt16230,/data/experiments/maskEfficiency9/data/16230,1.623E-07
mt16231,/data/experiments/maskEfficiency9/data/16231,1.6231E-07
mt16232,/data/experiments/maskEfficiency9/data/16232,1.6232E-07
mt16233,/data/experiments/maskEfficiency9/data/16233,1.6233E-07
mt16234,/data/experiments/maskEfficiency9/data/16234,1.6234E-07
mt16235,/data/experiments/maskEfficiency9/data/16235,1.6235E-07
mt16236,/data/experiments/maskEfficiency9/data/16236,1.6236E-07
mt16237,/data/experiments/maskEfficiency9/data/16237,1.6237E-07
mt16238,/data/experiments/maskEfficiency9/data/16238,1.6238E-07
mt16239,/data/experiments/maskEfficiency9/data/16239,1.6239E-07
mt16240,/data/experiments/maskEfficiency9/data/16240,1.624E-07
mt16241,/data/experiments/maskEfficiency9/data/16241,1.6241E-07
mt16242,/data/experiments/maskEfficiency9/data/16242,1.6242E-07
mt16243,/data/experiments/maskEfficiency9/data/16243,1.6243E-07
mt16244,/data/experiments/maskEfficiency9/data/16244,1.6244E-07
mt16245,/data/experiments/maskEfficiency9/data/16245,1.6245E-07
mt16246,/data/experiments/maskEfficiency9/data/16246,1.6246E-07
mt16247,/data/experiments/maskEfficiency9/data/16247,1.6247E-07
mt16248,/data/experiments/maskEfficiency9/data/16248,1.6248E-07
mt16249,/data/experiments/maskEfficiency9/data/16249,1.6249E-07
mt16250,/data/experiments/maskEfficiency9/data/16250,1.625E-07
mt16251,/data/experiments/maskEfficiency9/data/16251,1.6251E-07
mt16252,/data/experiments/maskEfficiency9/data/16252,1.6252E-07
mt16253,/data/experiments/maskEfficiency9/data/16253,1.6253E-07
mt16254,/data/experiments/maskEfficiency9/data/16254,1.6254E-07
mt16255,/data/experiments/maskEfficiency9/data/16255,1.6255E-07
mt16256,/data/experiments/maskEfficiency9/data/16256,1.6256E-07
mt16257,/data/experiments/maskEfficiency9/data/16257,1.6257E-07
mt16258,/data/experiments/maskEfficiency9/data/16258,1.6258E-07
mt16259,/data/experiments/maskEfficiency9/data/16259,1.6259E-07
mt16260,/data/experiments/maskEfficiency9/data/16260,1.626E-07
mt16261,/data/experiments/maskEfficiency9/data/16261,1.6261E-07
mt16262,/data/experiments/maskEfficiency9/data/16262,1.6262E-07
mt16263,/data/experiments/maskEfficiency9/data/16263,1.6263E-07
mt16264,/data/experiments/maskEfficiency9/data/16264,1.6264E-07
mt16265,/data/experiments/maskEfficiency9/data/16265,1.6265E-07
mt16266,/data/experiments/maskEfficiency9/data/16266,1.6266E-07
mt16267,/data/experiments/maskEfficiency9/data/16267,1.6267E-07
mt16268,/data/experiments/maskEfficiency9/data/16268,1.6268E-07
mt16269,/data/experiments/maskEfficiency9/data/16269,1.6269E-07
mt16270,/data/experiments/maskEfficiency9/data/16270,1.627E-07
mt16271,/data/experiments/maskEfficiency9/data/16271,1.6271E-07
mt16272,/data/experiments/maskEfficiency9/data/16272,1.6272E-07
mt16273,/data/experiments/maskEfficiency9/data/16273,1.6273E-07
mt16274,/data/experiments/maskEfficiency9/data/16274,1.6274E-07
mt16275,/data/experiments/maskEfficiency9/data/16275,1.6275E-07
mt16276,/data/experiments/maskEfficiency9/data/16276,1.6276E-07
mt16277,/data/experiments/maskEfficiency9/data/16277,1.6277E-07
mt16278,/data/experiments/maskEfficiency9/data/16278,1.6278E-07
mt16279,/data/experiments/maskEfficiency9/data/16279,1.6279E-07
mt16280,/data/experiments/maskEfficiency9/data/16280,1.628E-07
mt16281,/data/experiments/maskEfficiency9/data/16281,1.6281E-07
mt16282,/data/experiments/maskEfficiency9/data/16282,1.6282E-07
mt16283,/data/experiments/maskEfficiency9/data/16283,1.6283E-07
mt16284,/data/experiments/maskEfficiency9/data/16284,1.6284E-07
mt16285,/data/experiments/maskEfficiency9/data/16285,1.6285E-07
mt16286,/data/experiments/maskEfficiency9/data/16286,1.6286E-07
mt16287,/data/experiments/maskEfficiency9/data/16287,1.6287E-07
mt16288,/data/experiments/maskEfficiency9/data/16288,1.6288E-07
mt16289,/data/experiments/maskEfficiency9/data/16289,1.6289E-07
mt16290,/data/experiments/maskEfficiency9/data/16290,1.629E-07
mt16291,/data/experiments/maskEfficiency9/data/16291,1.6291E-07
mt16292,/data/experiments/maskEfficiency9/data/16292,1.6292E-07
mt16293,/data/experiments/maskEfficiency9/data/16293,1.6293E-07
mt16294,/data/experiments/maskEfficiency9/data/16294,1.6294E-07
mt16295,/data/experiments/maskEfficiency9/data/16295,1.6295E-07
mt16296,/data/experiments/maskEfficiency9/data/16296,1.6296E-07
mt16297,/data/experiments/maskEfficiency9/data/16297,1.6297E-07
mt16298,/data/experiments/maskEfficiency9/data/16298,1.6298E-07
mt16299,/data/experiments/maskEfficiency9/data/16299,1.6299E-07
mt16300,/data/experiments/maskEfficiency9/data/16300,1.63E-07
